tr|K2QF36|K2QF36_METFP	iML1515.b4167	32.6	454	272	12	46	487	65	496	3.5e-46	183.3
tr|K2RW89|K2RW89_METFP	iAF692.Mbar_A3252	51.6	430	200	3	6	430	4	430	1.0e-118	424.1
tr|K2RQK4|K2RQK4_METFP	iHN637.CLJU_RS01075	57.5	525	219	2	2	522	8	532	7.9e-185	644.0
tr|K2RQK4|K2RQK4_METFP	iYO844.BSU37150	54.4	529	237	2	2	526	7	535	8.2e-182	634.0
tr|K2RQK4|K2RQK4_METFP	iYS854.USA300HOU_RS11480	54.3	530	237	3	2	526	7	536	4.5e-180	628.2
tr|K2RQK4|K2RQK4_METFP	iSynCJ816.SGL_RS10805	51.1	524	252	2	2	521	7	530	8.7e-168	587.4
tr|K2RQK4|K2RQK4_METFP	iAF987.Gmet_1276	53.1	531	242	4	2	527	8	536	3.7e-166	582.0
tr|K2RW02|K2RW02_METFP	iAF692.Mbar_A0278	48.3	180	90	2	11	189	4	181	4.5e-45	178.3
tr|K2QD83|K2QD83_METFP	iAF692.Mbar_A1151	46.3	298	125	4	1	298	1	263	4.1e-61	232.3
tr|K2QX37|K2QX37_METFP	iAF692.Mbar_A0760	58.0	343	134	4	2	344	4	336	9.0e-113	404.1
tr|K2R229|K2R229_METFP	iJN1463.PP_3668	66.4	745	212	6	8	720	12	750	3.0e-296	1014.6
tr|K2R229|K2R229_METFP	iEK1008.Rv1908c	63.7	711	253	5	12	720	32	739	1.0e-275	946.4
tr|K2R229|K2R229_METFP	iYL1228.KPN_01819	63.7	716	245	7	6	720	24	725	7.8e-268	920.2
tr|K2QAT3|K2QAT3_METFP	iCN900.CD630_12790	52.6	386	176	2	10	394	3	382	1.4e-114	411.0
tr|K2RQU4|K2RQU4_METFP	iAF692.Mbar_A0363	41.3	286	159	5	2	285	3	281	2.2e-56	216.5
tr|K2R9F2|K2R9F2_METFP	iAF692.Mbar_A3173	56.2	438	184	4	10	439	7	444	6.8e-142	501.1
tr|K2R951|K2R951_METFP	iAF692.Mbar_A1151	51.5	272	123	4	1	272	1	263	1.9e-65	246.5
tr|K2RW18|K2RW18_METFP	iAF692.Mbar_A0220	60.9	320	125	0	2	321	3	322	5.7e-109	391.3
tr|K2RW18|K2RW18_METFP	iLJ478.TM0550	60.1	321	128	0	3	323	4	324	1.7e-105	379.8
tr|K2RW18|K2RW18_METFP	iHN637.CLJU_RS10005	58.8	323	133	0	1	323	4	326	2.5e-104	375.9
tr|K2RW18|K2RW18_METFP	iHN637.CLJU_RS10010	58.8	323	133	0	1	323	4	326	2.5e-104	375.9
tr|K2RW18|K2RW18_METFP	iSynCJ816.SGL_RS17215	59.3	322	131	0	2	323	20	341	6.1e-103	371.3
tr|K2RW18|K2RW18_METFP	iYO844.BSU28290	56.3	323	140	1	1	323	2	323	7.0e-99	357.8
tr|K2RCA3|K2RCA3_METFP	iAF692.Mbar_A1419	48.0	356	171	4	3	346	6	359	9.2e-89	324.3
tr|K2R6H1|K2R6H1_METFP	iAF692.Mbar_A0344	37.9	140	72	2	11	149	5	130	5.5e-19	91.3
tr|K2QD02|K2QD02_METFP	iAF692.Mbar_A0344	38.0	137	72	4	9	141	3	130	3.4e-18	88.6
tr|K2QD02|K2QD02_METFP	iAF692.Mbar_A2400	35.1	134	80	2	9	141	3	130	1.0e-17	87.0
tr|K2QEI4|K2QEI4_METFP	iAF692.Mbar_A2003	51.2	404	181	7	1	397	1	395	2.0e-100	363.2
tr|K2R6Z7|K2R6Z7_METFP	iYS854.USA300HOU_RS02990	27.6	210	140	5	175	383	3	201	1.8e-16	84.3
tr|K2QEU7|K2QEU7_METFP	iAF692.Mbar_A3256	41.5	371	194	8	2	365	35	389	1.0e-67	254.6
tr|K2R1Q4|K2R1Q4_METFP	iAF692.Mbar_A0291	57.1	345	145	2	6	348	13	356	3.6e-101	365.5
tr|K2QDL1|K2QDL1_METFP	iAF692.Mbar_A0855	41.7	254	139	3	1	254	1	245	2.3e-49	193.0
tr|K2RCG3|K2RCG3_METFP	iHN637.CLJU_RS19255	43.2	417	221	7	1	404	1	414	7.2e-85	311.6
tr|K2RCG3|K2RCG3_METFP	iML1515.b2779	44.3	420	214	9	1	404	1	416	2.7e-84	309.7
tr|K2RCG3|K2RCG3_METFP	STM_v1_0.STM2952	44.3	420	214	9	1	404	1	416	2.7e-84	309.7
tr|K2RCG3|K2RCG3_METFP	iSbBS512_1146.SbBS512_E3094	44.3	420	214	9	1	404	1	416	2.7e-84	309.7
tr|K2RCG3|K2RCG3_METFP	iSDY_1059.SDY_2996	44.3	420	214	9	1	404	1	416	2.7e-84	309.7
tr|K2RCG3|K2RCG3_METFP	iSF_1195.SF2794	44.3	420	214	9	1	404	1	416	2.7e-84	309.7
tr|K2RCG3|K2RCG3_METFP	iSSON_1240.SSON_2936	44.3	420	214	9	1	404	1	416	3.6e-84	309.3
tr|K2RCG3|K2RCG3_METFP	iYO844.BSU33900	41.9	413	224	7	5	404	4	413	1.0e-83	307.8
tr|K2RCG3|K2RCG3_METFP	iEK1008.Rv1023	43.4	412	217	9	4	404	3	409	1.0e-83	307.8
tr|K2RCG3|K2RCG3_METFP	iLJ478.TM0877	42.3	411	223	7	5	404	3	410	4.0e-83	305.8
tr|K2RCG3|K2RCG3_METFP	iAF987.Gmet_2372	40.7	423	236	7	3	413	2	421	6.8e-83	305.1
tr|K2RCG3|K2RCG3_METFP	iPC815.YPO3376	44.0	420	215	9	1	404	1	416	8.8e-83	304.7
tr|K2RCG3|K2RCG3_METFP	iYL1228.KPN_03123	43.8	420	216	9	1	404	1	416	3.4e-82	302.8
tr|K2RCG3|K2RCG3_METFP	iAF692.Mbar_A2850	41.7	410	224	7	5	404	15	419	4.4e-82	302.4
tr|K2RCG3|K2RCG3_METFP	iCN900.CD630_31700	41.2	413	227	7	3	402	2	411	2.4e-80	296.6
tr|K2RCG3|K2RCG3_METFP	iCN718.ABAYE_RS08670	43.3	416	216	10	3	402	2	413	3.1e-80	296.2
tr|K2RCG3|K2RCG3_METFP	iSynCJ816.SGL_RS17675	40.9	413	229	7	3	404	7	415	2.0e-79	293.5
tr|K2RCG3|K2RCG3_METFP	iYS854.USA300HOU_RS04205	40.3	419	228	10	4	404	3	417	3.5e-79	292.7
tr|K2RCG3|K2RCG3_METFP	iIT341.HP0154	39.8	417	234	9	5	408	4	416	3.3e-77	286.2
tr|K2RT51|K2RT51_METFP	iYO844.BSU33900	44.0	414	218	6	5	407	4	414	1.5e-90	330.5
tr|K2RT51|K2RT51_METFP	iCN900.CD630_31700	44.3	413	216	6	3	404	2	411	1.6e-87	320.5
tr|K2RT51|K2RT51_METFP	iAF987.Gmet_2372	42.7	415	223	7	3	406	2	412	4.3e-85	312.4
tr|K2RT51|K2RT51_METFP	iEK1008.Rv1023	44.3	415	215	9	4	408	3	411	7.3e-85	311.6
tr|K2RT51|K2RT51_METFP	iHN637.CLJU_RS19255	43.6	413	217	7	5	406	7	414	2.8e-84	309.7
tr|K2RT51|K2RT51_METFP	iYS854.USA300HOU_RS04205	43.7	421	213	11	4	406	3	417	4.7e-84	308.9
tr|K2RT51|K2RT51_METFP	iLJ478.TM0877	42.9	413	220	7	5	406	3	410	8.9e-83	304.7
tr|K2RT51|K2RT51_METFP	iAF692.Mbar_A2850	42.1	411	223	5	5	406	15	419	7.5e-82	301.6
tr|K2RVU5|K2RVU5_METFP	iYO844.BSU06480	46.5	688	343	9	1	677	21	694	3.0e-179	625.9
tr|K2RVU5|K2RVU5_METFP	iNF517.LLMG_RS04965	45.4	732	372	13	3	720	21	738	5.5e-173	605.1
tr|K2RVU5|K2RVU5_METFP	iAF692.Mbar_A0536	44.0	731	377	13	3	720	2	713	5.5e-173	605.1
tr|K2RVU5|K2RVU5_METFP	iYS854.USA300HOU_RS05325	44.2	688	354	9	1	678	21	688	1.7e-166	583.6
tr|K2RVU5|K2RVU5_METFP	iSynCJ816.SGL_RS02220	42.6	754	383	15	7	718	19	764	1.1e-160	564.3
tr|K2R0H7|K2R0H7_METFP	iEK1008.Rv0321	43.7	190	101	3	3	191	2	186	3.1e-41	165.6
tr|K2R0H7|K2R0H7_METFP	iPC815.YPO1525	45.6	193	97	5	4	190	3	193	1.0e-39	160.6
tr|K2R0H7|K2R0H7_METFP	iYL1228.KPN_02518	44.6	193	99	4	4	190	3	193	1.9e-38	156.4
tr|K2R0H7|K2R0H7_METFP	iML1515.b2065	45.1	193	98	5	4	190	3	193	9.4e-38	154.1
tr|K2R0H7|K2R0H7_METFP	iSbBS512_1146.SbBS512_E1167	45.1	193	98	5	4	190	3	193	1.6e-37	153.3
tr|K2R0H7|K2R0H7_METFP	iSF_1195.SF2129	45.1	193	98	5	4	190	3	193	1.6e-37	153.3
tr|K2R0H7|K2R0H7_METFP	iSSON_1240.SSON_2118	45.1	193	98	5	4	190	3	193	1.6e-37	153.3
tr|K2R0H7|K2R0H7_METFP	iSDY_1059.SDY_2197	44.6	193	99	5	4	190	3	193	8.0e-37	151.0
tr|K2R0H7|K2R0H7_METFP	STM_v1_0.STM2121	44.0	193	100	5	4	190	3	193	1.0e-36	150.6
tr|K2QFX4|K2QFX4_METFP	iAF987.Gmet_3085	23.9	389	260	7	578	944	82	456	7.6e-23	107.1
tr|K2QCJ8|K2QCJ8_METFP	iAF987.Gmet_1919	26.1	180	125	3	1	179	2	174	1.5e-06	52.0
tr|K2R8N9|K2R8N9_METFP	iAF692.Mbar_A1599	29.7	414	242	13	125	507	8	403	1.4e-45	181.4
tr|K2QXP2|K2QXP2_METFP	iAF692.Mbar_A0640	32.6	92	62	0	15	106	2	93	7.8e-13	71.2
tr|K2RF56|K2RF56_METFP	iMM904.YDL100C	33.2	328	186	9	16	320	20	337	4.0e-38	156.0
tr|K2QAS6|K2QAS6_METFP	iAF692.Mbar_A1952	39.4	805	429	14	16	771	7	801	7.2e-166	581.6
tr|K2RAV7|K2RAV7_METFP	iAF692.Mbar_A0449	40.4	166	94	3	9	169	101	266	1.1e-26	118.2
tr|K2RAV7|K2RAV7_METFP	iAF692.Mbar_A2290	36.7	166	100	3	9	169	101	266	1.1e-23	108.2
tr|K2RTK4|K2RTK4_METFP	iAF987.Gmet_1362	49.3	373	177	4	7	372	7	374	2.4e-95	346.3
tr|K2R701|K2R701_METFP	iAF692.Mbar_A0942	53.3	490	225	2	14	499	4	493	1.9e-148	523.1
tr|K2QXZ3|K2QXZ3_METFP	iAF692.Mbar_A2267	49.8	249	122	2	2	248	80	327	3.2e-62	235.7
tr|K2R6I7|K2R6I7_METFP	iAF987.Gmet_3426	46.6	607	307	5	14	605	3	607	2.2e-160	563.1
tr|K2RAX3|K2RAX3_METFP	iCN900.CD630_04310	27.7	469	270	17	94	525	27	463	1.1e-28	125.6
tr|K2REZ1|K2REZ1_METFP	iAF692.Mbar_A2069	57.7	555	227	3	1	550	1	552	2.1e-188	656.0
tr|K2REZ1|K2REZ1_METFP	iCN900.CD630_20140	56.6	555	233	5	1	551	1	551	3.1e-176	615.5
tr|K2REZ1|K2REZ1_METFP	iHN637.CLJU_RS10015	56.2	555	236	4	1	551	1	552	1.7e-174	609.8
tr|K2QZG7|K2QZG7_METFP	iAF987.Gmet_3235	30.0	250	163	6	6	250	259	501	2.6e-24	109.8
tr|K2QZG7|K2QZG7_METFP	iCN900.CD630_34200	29.0	252	168	4	6	254	252	495	2.5e-22	103.2
tr|K2REH1|K2REH1_METFP	iAF987.Gmet_0119	37.0	773	450	12	2	762	5	752	3.8e-111	399.8
tr|K2REH1|K2REH1_METFP	iHN637.CLJU_RS11360	36.1	783	464	13	2	762	5	773	1.5e-104	377.9
tr|K2R632|K2R632_METFP	iML1515.b1250	29.4	235	150	6	21	244	142	371	7.9e-22	102.8
tr|K2R632|K2R632_METFP	iSSON_1240.SSON_1930	29.4	235	150	6	21	244	142	371	7.9e-22	102.8
tr|K2R632|K2R632_METFP	iSF_1195.SF1251	29.4	235	150	6	21	244	142	371	1.0e-21	102.4
tr|K2R632|K2R632_METFP	iSbBS512_1146.SbBS512_E1419	28.9	235	151	6	21	244	142	371	2.3e-21	101.3
tr|K2R632|K2R632_METFP	iSDY_1059.SDY_1308	28.9	235	151	6	21	244	142	371	2.3e-21	101.3
